% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principle axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=538047, Mon Dec  4 13:05:15 2017
1 8 -0.103409499584 -0.0342869768137 0.00728446413871 0.0647240373532 1 1 1 1
2 16 -0.207398104379 -0.109163031117 0.0430709657732 0.12583188398 1 1 1 1
3 24 0.00773755613438 0.165209509983 0.00773755613438 0.165209509983 1 1 1 1
4 32 -0.00945953087811 -0.005515056738 0.0490584583167 0.205284105965 1 1 1 1
5 40 -0.0095999593543 -0.00764578113508 0.00504832997498 0.188508253447 1 1 1 1
6 48 -0.0770083716966 -0.00463561403619 0.0553297618227 0.269986971356 1 1 1 1
7 56 -0.0470767232978 -0.0437438706989 0.191572736039 0.318580679852 1 1 1 1
8 64 -0.212771097572 -0.0394318415498 0.100774325917 0.336406470754 1 1 1 1
9 72 -0.250242460622 -0.0794339961487 0.143820387665 0.292628140722 1 1 1 1
10 80 -0.435016942176 -0.0598962666431 0.10608528353 0.193937831046 1 1 1 1
11 88 -0.543844995674 -0.161191703828 0.083578909425 0.271214617811 1 1 1 1
12 96 -0.561150202427 -0.108172184585 0.0214750514064 0.343642198925 1 1 1 1
13 104 -0.549694039014 -0.0167576046723 0.257279911795 0.357613977854 1 1 1 1
14 112 -0.546530698633 -0.0347363603097 0.172734714316 0.288532422308 1 1 1 1
15 120 -0.462863570338 -0.0724932759009 0.250936198401 0.33404754926 1 1 1 1
16 128 -0.404510285062 -0.240329177574 0.253346793655 0.354341447733 1 1 1 1
17 136 -0.537741415524 -0.279106347418 0.207284019346 0.387631569558 1 1 1 1
18 144 -0.542936691923 -0.224717973112 0.0704087382042 0.392578471128 1 1 1 1
19 152 -0.572450314986 -0.0462837414787 0.27471387774 0.3730495894 1 1 1 1
20 160 -0.596983242457 -0.150288387005 0.0934662421617 0.350482113829 1 1 1 1
21 168 -0.548617848404 -0.140696265446 0.153793858333 0.271513701841 1 1 1 1
22 176 -0.553409037818 -0.0495194761395 0.14520234297 0.241705249576 1 1 1 1
23 184 -0.580369743619 -0.0611365143352 0.151454651108 0.385704906365 1 1 1 1
24 192 -0.533861041565 -0.0551109231636 0.15054242735 0.405033020089 1 1 1 1
25 200 -0.530213640014 -0.0386596587859 0.102120400745 0.42105175634 1 1 1 1
26 208 -0.463757112933 -0.0387443031067 0.194901616547 0.365941554111 1 1 1 1
27 216 -0.455344020836 -0.122327430105 0.0057004782112 0.324020874654 1 1 1 1
28 224 -0.433641642644 -0.114773500118 0.174894672408 0.304298834437 1 1 1 1
29 232 -0.406587197812 -0.186179484461 0.0983000803127 0.288477163275 1 1 1 1
30 240 -0.176088887173 -0.0738054202062 0.0746187767332 0.305207271851 1 1 1 1
31 248 -0.128513189943 -0.0771210862235 0.0101670666401 0.174174351301 1 1 1 1
32 256 -0.161158180859 -0.115917765032 0.000230105922161 0.186762616055 1 1 1 1
33 264 -0.233708779965 -0.0132217151456 0.125941345725 0.170871149687 1 1 1 1
34 272 -0.117703509306 -0.0364056989067 0.0106592704982 0.231265113299 1 1 1 1
35 280 -0.146824764863 -0.0965632380758 0.0709203318586 0.240586355397 1 1 1 1
36 288 -0.179065948615 -0.0953239189637 0.0926806219948 0.248853899954 1 1 1 1
37 296 -0.262592611606 -0.0888245297551 0.020985869235 0.144361410753 1 1 1 1
38 304 -0.130874151038 -0.00136158334999 0.0277488623376 0.10053342813 1 1 1 1
39 312 -0.159319459534 -0.0297321354043 0.00414688396486 0.0303254422511 1 1 1 1
40 320 -0.279702393241 -0.0260763931679 -0.279702393241 -0.0260763931679 1 1 1 1
41 328 -0.270378248155 -0.00586937431785 -0.270378248155 -0.00586937431785 1 1 1 1
42 336 -0.230067088694 -0.0192110231177 0.043528285942 0.20610201773 1 1 1 1
43 344 -0.200689281195 -0.0348114538231 0.0526491028037 0.120726599011 1 1 1 1
44 352 -0.152611481589 -0.102645194383 0.0322787654429 0.21370770173 1 1 1 1
45 360 -0.11493071504 -0.0459766829593 0.0199669231514 0.177514497609 1 1 1 1
46 368 -0.19411987553 -0.0628086226903 0.313816886917 0.313816886917 1 1 1 1
47 376 -0.190604075927 -0.114629438375 0.0641566163385 0.39552740176 1 1 1 1
48 384 -0.168931415932 -0.0728213089781 0.188399297024 0.357680971139 1 1 1 1
49 392 -0.1917530896 -0.0320301976111 0.173057223777 0.420248868125 1 1 1 1
50 400 -0.21783120543 -0.0983755964832 0.020700730785 0.408336810458 1 1 1 1
51 408 -0.256023054934 -0.182977924889 0.101428243536 0.410810811534 1 1 1 1
52 416 -0.146626309228 -0.0433533884545 0.0442935491671 0.294079033899 1 1 1 1
53 424 -0.176004289809 -0.0766794474644 0.0658496427422 0.252229092196 1 1 1 1
54 432 -0.261494989566 -0.261494989566 0.0248372187196 0.167175674957 1 1 1 1
55 440 -0.227421069093 -0.227421069093 0.0339540298929 0.145664567436 1 1 1 1
56 448 -0.127053329033 -0.0229785930961 0.017757665629 0.222275661377 1 1 1 1
57 456 -0.203384339574 -0.00578957978779 8.42735306342e-05 0.0680058411852 1 1 1 1
