% # columns="iteration, evaluation, void, void, void, xmean", seed=538047, Mon Dec  4 13:05:15 2017, <python>{}</python> # scaling_of_variables: 1, typical_x: 0
1 8 0 0 0 5.41082895127 4.37959922812 3.94022505029 5.84115472975
2 16 0 0 0 1.9234945312 2.56210054058 2.8505668784 7.92222395186
3 24 0 0 0 3.04928182833 -1.25655096203 1.50921888039 5.21160090102
4 32 0 0 0 2.7410266656 1.58807875908 3.15204399889 9.5888093416
5 40 0 0 0 1.44714537658 1.60101209273 3.24106342599 6.31785161535
6 48 0 0 0 3.98105858366 0.110050971825 4.94683199349 7.20276111817
7 56 0 0 0 2.1000036775 -2.29736755879 4.9333542203 6.45194086468
8 64 0 0 0 3.53609540981 -0.788253897792 2.86590763611 9.63232880873
9 72 0 0 0 3.74761433628 -0.379404807986 3.4987865186 9.29457146804
10 80 0 0 0 3.48312404655 0.0615562196847 2.31964860807 12.1915722743
11 88 0 0 0 4.20929826137 0.852108425083 1.13157291475 14.8300116428
12 96 0 0 0 2.92646043389 0.28130922307 2.41931410975 9.96779380411
13 104 0 0 0 3.98412189087 0.186391899096 2.59435756666 11.7627918203
14 112 0 0 0 3.34593694246 -0.250234025264 2.44401913802 10.8028646974
15 120 0 0 0 3.54075000248 -0.169025976024 1.83459508095 9.84642130875
16 128 0 0 0 3.95450501093 0.0691429856362 0.788044710336 10.2607824073
17 136 0 0 0 3.70952854565 0.471673726049 -0.341917050867 11.0024427738
18 144 0 0 0 3.70783992028 0.61175913119 -0.646254115703 13.1939883595
19 152 0 0 0 4.06399308751 0.45302434226 -0.115284224989 12.9136478486
20 160 0 0 0 4.23237423578 0.0517922508406 -0.772774489421 14.1531770369
21 168 0 0 0 4.01150264096 -0.301658428681 -1.17154347651 14.3814451694
22 176 0 0 0 4.09446810353 -0.499179762806 -1.77477366382 14.9297723609
23 184 0 0 0 4.27327971289 -0.0426563005435 -2.42735359657 16.1041872304
24 192 0 0 0 4.34206162264 0.471735333847 -2.70361938986 16.7630439771
25 200 0 0 0 4.11262263854 0.281366281297 -2.79627119365 17.3277335362
26 208 0 0 0 4.12749914278 0.807480992735 -2.65358738368 16.9359298929
27 216 0 0 0 3.96226896344 0.76177404151 -2.95539156429 17.1720060659
28 224 0 0 0 4.00696466541 0.969786046642 -2.68129483314 17.146008533
29 232 0 0 0 3.92387213744 0.902992938764 -2.5027001794 17.5309264826
30 240 0 0 0 4.00386330382 0.960932015615 -2.2833279604 18.549149556
31 248 0 0 0 3.96289250889 0.694592465623 -1.99121262838 18.8626275276
32 256 0 0 0 3.99558896905 0.282114381845 -2.05867742338 19.0608613531
33 264 0 0 0 3.99278308558 0.685100568003 -2.27046184056 19.1083689248
